nameA,nameB,RMSD(GW),# atoms
ALPRAL10_2_fixed_backbone.xyz,RUQVAB_fixed_backbone.xyz,1.6724821024967411,16
CGPSAQ_fixed_backbone.xyz,DABVIL_fixed_backbone.xyz,2.653375933608515,20
BINJIR_fixed_backbone.xyz,DUYTIA_fixed_backbone.xyz,4.081769489376507,24
TALVAD_fixed_backbone.xyz,ZOHMIS_fixed_backbone.xyz,2.422204824364647,28
DASXIE_fixed_backbone.xyz,EVAPUM_fixed_backbone.xyz,2.6216273135376693,32
