nameA,nameB,RMSD(GW),# atoms
CEJSUF_fixed_backbone.xyz,RUQVAB_fixed_backbone.xyz,2.3863147819158868,16
CGPSAQ_fixed_backbone.xyz,FUDWIK_fixed_backbone.xyz,2.6467292631509327,20
BUYXOI_fixed_backbone.xyz,GGAAGG_fixed_backbone.xyz,4.269961898267433,24
JUXHAL_fixed_backbone.xyz,ZORRED_fixed_backbone.xyz,3.9376213241252187,28
NIWHEH_fixed_backbone.xyz,cNPF_NMR_backbone.xyz,3.6976645263929506,32
