nameA,nameB,RMSD(OTMol),alpha,BCI (%),assignment
6ln3_ATP,6ln3_ATP_model_21_chainB_pH74,2.058828732954315,0.9,0.0,"[23 26 24 25 19 20 21 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_22_chainB_pH74,2.027424818987457,0.89,0.0,"[23 26 24 25 19 20 21 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_23_chainB_pH74,2.065163264900003,0.96,0.0,"[23 26 24 25 19 20 21 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_24_chainB_pH74,2.072211302224505,0.89,0.0,"[23 26 24 25 19 20 21 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_25_chainB_pH74,2.0788132212410537,0.22,0.0,"[23 26 24 25 19 20 21 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_26_chainB_pH74,2.0952522841527927,0.5700000000000001,0.0,"[23 26 24 25 19 21 20 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_27_chainB_pH74,2.0466007708518617,0.88,0.0,"[23 26 24 25 19 20 21 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_28_chainB_pH74,2.0765242488984965,0.85,0.0,"[23 26 24 25 19 21 20 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_29_chainB_pH74,2.111538321573864,0.81,0.0,"[23 26 24 25 19 20 21 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_30_chainB_pH74,2.081191492039419,0.53,0.0,"[23 26 24 25 19 20 21 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_31_chainB_pH74,2.119770622330479,0.54,0.0,"[23 25 24 26 19 20 21 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_32_chainB_pH74,2.077679840180509,0.23,0.0,"[23 26 24 25 19 21 20 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_33_chainB_pH74,2.0794318690211573,0.29,0.0,"[23 26 24 25 19 20 21 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_34_chainB_pH74,2.0753326147883744,0.56,0.0,"[23 26 24 25 19 21 20 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_35_chainB_pH74,2.0976994217323552,0.43,0.0,"[23 26 24 25 19 21 20 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_36_chainB_pH74,2.0745721607610044,0.32,0.0,"[23 26 24 25 19 21 20 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_37_chainB_pH74,2.0641012809449286,0.32,0.0,"[23 26 24 25 19 21 20 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_38_chainB_pH74,2.0722826506934457,0.84,0.0,"[23 26 24 25 19 21 20 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_39_chainB_pH74,2.0737140332095136,0.53,0.0,"[23 26 24 25 19 20 21 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_40_chainB_pH74,2.055317433700928,0.86,0.0,"[23 26 24 25 19 20 21 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_41_chainB_pH74,2.0725120662377483,0.62,0.0,"[23 26 24 25 19 21 20 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_42_chainB_pH74,2.0604498008498173,0.53,0.0,"[23 26 24 25 19 20 21 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_43_chainB_pH74,2.1124347417440794,0.23,0.0,"[23 26 24 25 19 20 21 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_44_chainB_pH74,2.0661088005126964,0.18,0.0,"[23 26 24 25 19 20 21 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_45_chainB_pH74,2.0775194435246553,0.6,0.0,"[23 26 24 25 19 20 21 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_46_chainB_pH74,2.0707799914526155,0.77,0.0,"[23 26 24 25 19 20 21 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_47_chainB_pH74,2.0565941869731077,0.62,0.0,"[23 26 24 25 19 21 20 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_48_chainB_pH74,2.0731544768009047,0.3,0.0,"[23 26 24 25 19 21 20 22 15 16 17 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,6ln3_ATP_model_49_chainB_pH74,2.122756647032535,0.27,0.0,"[23 24 26 25 19 20 21 22 15 17 16 18 14 13 12 11 27 28 29 30 10  6  7  8
  9  1  0  2  3  4  5]"
6ln3_ATP,CSD_GAYLOH_ATP_manual,1.8528810749119375,0.3,0.0,"[ 2 10 11 12  1  7  8  9  0  4  5  6  3 17 16 20 15 19 14 18 13 30 29 28
 25 26 27 21 22 23 24]"
