nameA,nameB,RMSD(OTMol),alpha,mismatch_bond,assignment
5bvs_EIC,5bvs_EIC_conf40,1.6753602823123814,,0,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19]
5bvs_EIC,5bvs_EIC_conf41,2.5861920572870556,,0,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19]
5bvs_EIC,5bvs_EIC_conf42,2.5670716981829726,,0,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 19 18]
5bvs_EIC,5bvs_EIC_conf43,3.521607630465584,,0,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19]
5bvs_EIC,5bvs_EIC_conf44,2.605124541385046,,0,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19]
5bvs_EIC,5bvs_EIC_conf45,2.80098158826101,,0,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 19 18]
5bvs_EIC,5bvs_EIC_conf46,2.908958211296107,,0,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19]
5bvs_EIC,5bvs_EIC_conf47,2.170103958647188,,0,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19]
5bvs_EIC,5bvs_EIC_conf48,1.833884621033128,,0,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 19 18]
5bvs_EIC,5bvs_EIC_conf49,2.1670420618962143,,0,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19]
