RMSD(ArbAlign),nameA,nameB
1.5992884204319746,CEJSUF_fixed_backbone.xyz,RUQVAB_fixed_backbone.xyz
1.3512446857242442,CGPSAQ_fixed_backbone.xyz,FUDWIK_fixed_backbone.xyz
1.6533639903772754,BUYXOI_fixed_backbone.xyz,GGAAGG_fixed_backbone.xyz
1.5966557818779294,JUXHAL_fixed_backbone.xyz,ZORRED_fixed_backbone.xyz
2.0907638327287237,NIWHEH_fixed_backbone.xyz,cNPF_NMR_backbone.xyz
