RMSD(ArbAlign),nameA,nameB,time
0.3156795628351814,2-Cs-1,2-OpenC1,0.024590015411376953
0.3095436270556617,3-UUD,3-UUU,0.03568696975708008
0.4939862594397265,4-Ci,4-S4,0.051805973052978516
0.7561391920617178,5-CA-A,5-CA-B,0.06953096389770508
1.1866548256815874,6-BAG,6-BK-1,0.09187912940979004
0.45042508725308283,7-BI1,7-BI2,0.11885404586791992
0.37226494447320624,8-D2d,8-S4,0.14736199378967285
0.36523903291823856,9-D2dDD,9-S4DA,0.17984700202941895
0.3379285075317387,10-PP1,10-PP2,0.21439909934997559
0.9575347776552596,11-551A-1,11-551A-4,0.2543978691101074
0.38216414580200847,12-D2d-1-L,12-D2d-1-R,0.2964489459991455
1.5214902005430149,13-TIP4P,13-TIP5P,0.34386706352233887
0.8118111562912138,14-1,14-2,0.3905339241027832
1.377101589330962,15-1,15-2,0.448850154876709
1.9472014388044327,16-TIP4P,16-TIP5P,0.49790501594543457
1.3454468129613473,17-TIP4P,17-TIP5P,0.5575141906738281
1.6538669596420432,18-TIP4P,18-TIP5P,0.6202969551086426
1.59445936372813,19-TIP4P,19-TIP5P,0.6908669471740723
1.7630113055704741,20-TIP4P,20-TIP5P,0.758253812789917
1.5382280024165922,21-TIP4P,21-TIP5P,0.8260350227355957
2.5458958536461784,25-1,25-2,1.1587719917297363
2.1762071033718597,40-a,40-b,2.8630027770996094
1.9275185374250499,60-1,60-2,6.321434020996094
1.9671982865031477,100-1,100-2,17.45369601249695
