nameA,nameB,method,RMSD(otmol),memory_used
10-1,10-2,emd,0.3205419623710304,0.0078125
50-1,50-2,emd,0.3136606492958567,0.515625
100-1,100-2,emd,0.21349807801396287,6.5
150-1,150-2,emd,0.19320547504107016,8.62890625
200-1,200-2,emd,0.2574944050078816,13.33984375
300-1,300-2,emd,0.12170260981302453,31.29296875
500-1,500-2,emd,0.10584722459346331,96.515625
1000-1,1000-2,emd,0.09727696985619742,469.71484375
